resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
1,18,1,1,22,1,1,1,1,10,58,1:34:50.616,5690616,39,2,1:27.452,218300,1
2,18,2,2,3,5,2,2,2,8,58,5478,5696094,41,3,1:27.739,217586,1
3,18,3,3,7,7,3,3,3,6,58,8163,5698779,41,5,1:28.090,216719,1
4,18,4,4,5,11,4,4,4,5,58,17181,5707797,58,7,1:28.603,215464,1
5,18,5,1,23,3,5,5,5,4,58,18014,5708630,43,1,1:27.418,218385,1
6,18,6,3,8,13,6,6,6,3,57,0,0,50,14,1:29.639,212974,11
7,18,7,5,14,17,7,7,7,2,55,0,0,22,12,1:29.534,213224,5
8,18,8,6,1,15,8,8,8,1,53,0,0,20,4,1:27.903,217180,5
9,18,9,2,4,2,0,0,9,0,47,0,0,15,9,1:28.753,215100,4
10,18,10,7,12,18,0,0,10,0,43,0,0,23,13,1:29.558,213166,3
11,18,11,8,18,19,0,0,11,0,32,0,0,24,15,1:30.892,210038,7
12,18,12,4,6,20,0,0,12,0,30,0,0,20,16,1:31.384,208907,8
13,18,13,6,2,4,0,0,13,0,29,0,0,23,6,1:28.175,216510,5
14,18,14,9,9,8,0,0,14,0,25,0,0,21,11,1:29.502,213300,4
15,18,15,7,11,6,0,0,15,0,19,0,0,18,10,1:29.310,213758,10
16,18,16,10,20,22,0,0,16,0,8,0,0,8,17,1:32.021,207461,9
17,18,17,9,10,14,0,0,17,0,0,0,0,0,0,0,0,4
18,18,18,11,16,12,0,0,18,0,0,0,0,0,0,0,0,4
19,18,19,8,19,21,0,0,19,0,0,0,0,0,0,0,0,4
20,18,20,5,15,9,0,0,20,0,0,0,0,0,0,0,0,4
21,18,21,10,21,16,0,0,21,0,0,0,0,0,0,0,0,4
22,18,22,11,17,10,0,0,22,0,58,0,0,44,8,1:28.736,215141,2
23,19,8,6,1,2,1,1,1,10,56,1:31:18.555,5478555,37,2,1:35.405,209158,1
24,19,9,2,4,4,2,2,2,8,56,19570,5498125,39,6,1:35.921,208033,1
25,19,5,1,23,8,3,3,3,6,56,38450,5517005,19,7,1:35.922,208031,1
26,19,15,7,11,3,4,4,4,5,56,45832,5524387,53,8,1:36.068,207715,1
27,19,1,1,22,9,5,5,5,4,56,46548,5525103,53,3,1:35.462,209033,1
28,19,2,2,3,5,6,6,6,3,56,49833,5528388,55,1,1:35.366,209244,1
29,19,17,9,10,6,7,7,7,2,56,+1:08.130,5546685,53,12,1:36.696,206366,1
30,19,4,4,5,7,8,8,8,1,56,+1:10.041,5548596,40,10,1:36.288,207240,1
31,19,14,9,9,12,9,9,9,0,56,+1:16.220,5554775,55,9,1:36.206,207417,1
32,19,18,11,16,11,10,10,10,0,56,+1:26.214,5564769,56,4,1:35.715,208481,1
33,19,12,4,6,13,11,11,11,0,56,+1:32.202,5570757,52,15,1:36.956,205812,1
34,19,21,10,21,17,12,12,12,0,55,0,0,52,16,1:36.962,205800,11
35,19,22,11,17,14,13,13,13,0,55,0,0,55,11,1:36.693,206372,11
36,19,3,3,7,16,14,14,14,0,55,0,0,55,13,1:36.782,206182,11
37,19,19,8,19,21,15,15,15,0,55,0,0,55,18,1:38.171,203265,11
38,19,11,8,18,19,16,16,16,0,54,0,0,53,19,1:38.504,202578,12
39,19,6,3,8,22,17,17,17,0,54,0,0,19,17,1:37.711,204222,12
40,19,20,5,15,15,0,0,18,0,39,0,0,37,14,1:36.870,205995,5
41,19,13,6,2,1,0,0,19,0,30,0,0,15,5,1:35.914,208048,20
42,19,16,10,20,20,0,0,20,0,5,0,0,3,20,1:40.330,198891,9
43,19,10,7,12,10,0,0,21,0,1,0,0,0,0,0,0,4
44,19,7,5,14,18,0,0,22,0,0,0,0,0,0,0,0,20
45,20,13,6,2,2,1,1,1,10,57,1:31:06.970,5466970,38,3,1:33.600,208153,1
46,20,8,6,1,4,2,2,2,8,57,3339,5470309,35,4,1:33.709,207911,1
47,20,9,2,4,1,3,3,3,6,57,4998,5471968,55,5,1:33.775,207765,1
48,20,2,2,3,6,4,4,4,5,57,8409,5475379,48,2,1:33.565,208231,1
49,20,5,1,23,5,5,5,5,4,57,26789,5493759,49,1,1:33.193,209062,1
50,20,15,7,11,7,6,6,6,3,57,41314,5508284,45,7,1:34.204,206819,1
51,20,17,9,10,11,7,7,7,2,57,45473,5512443,51,8,1:34.305,206597,1
52,20,3,3,7,8,8,8,8,1,57,55889,5522859,57,6,1:34.072,207109,1
53,20,10,7,12,13,9,9,9,0,57,+1:09.500,5536470,56,9,1:34.807,205503,1
54,20,4,4,5,10,10,10,10,0,57,+1:17.181,5544151,35,13,1:35.194,204668,1
55,20,22,11,17,12,11,11,11,0,57,+1:17.862,5544832,40,10,1:34.855,205399,1
56,20,21,10,21,18,12,12,12,0,56,0,0,56,11,1:35.057,204963,11
57,20,1,1,22,3,13,13,13,0,56,0,0,25,19,1:35.520,203969,11
58,20,6,3,8,16,14,14,14,0,56,0,0,30,17,1:35.433,204155,11
59,20,7,5,14,15,15,15,15,0,56,0,0,33,15,1:35.333,204369,11
60,20,19,8,19,21,16,16,16,0,56,0,0,45,14,1:35.324,204389,11
61,20,11,8,18,22,17,17,17,0,56,0,0,56,20,1:35.891,203180,11
62,20,14,9,9,17,18,18,18,0,56,0,0,43,16,1:35.351,204331,11
63,20,16,10,20,20,19,19,19,0,56,0,0,55,18,1:35.442,204136,12
64,20,12,4,6,14,0,0,20,0,40,0,0,31,12,1:35.129,204808,6
65,20,18,11,16,9,0,0,21,0,19,0,0,11,21,1:36.125,202686,4
66,20,20,5,15,19,0,0,22,0,0,0,0,0,0,0,0,5
67,21,8,6,1,1,1,1,1,10,66,1:38:19.051,5899051,46,1,1:21.670,205191,1
68,21,13,6,2,3,2,2,2,8,66,3228,5902279,45,2,1:21.801,204863,1
69,21,1,1,22,5,3,3,3,6,66,4187,5903238,20,3,1:22.017,204323,1
70,21,9,2,4,4,4,4,4,5,66,5694,5904745,20,4,1:22.106,204102,1
71,21,17,9,10,7,5,5,5,4,66,35938,5934989,19,8,1:22.564,202969,1
72,21,18,11,16,13,6,6,6,3,66,53010,5952061,66,5,1:22.353,203489,1
73,21,6,3,8,12,7,7,7,2,66,58244,5957295,48,15,1:23.549,200576,1
74,21,15,7,11,8,8,8,8,1,66,59435,5958486,45,10,1:22.758,202494,1
75,21,2,2,3,9,9,9,9,0,66,+1:03.073,5962124,21,7,1:22.519,203080,1
76,21,21,10,21,19,10,10,10,0,65,0,0,40,14,1:23.439,200841,11
77,21,10,7,12,14,11,11,11,0,65,0,0,57,12,1:23.007,201886,11
78,21,14,9,9,17,12,12,12,0,65,0,0,57,11,1:22.842,202288,11
79,21,11,8,18,22,13,13,13,0,65,0,0,34,17,1:24.617,198045,11
80,21,3,3,7,15,0,0,14,0,41,0,0,20,13,1:23.319,201130,5
81,21,4,4,5,2,0,0,15,0,34,0,0,15,9,1:22.683,202677,5
82,21,22,11,17,11,0,0,16,0,34,0,0,21,16,1:23.858,199837,4
83,21,5,1,23,6,0,0,17,0,21,0,0,19,6,1:22.453,203243,3
84,21,19,8,19,21,0,0,18,0,8,0,0,6,20,1:26.864,192922,21
85,21,7,5,14,16,0,0,19,0,7,0,0,6,19,1:25.999,194862,4
86,21,12,4,6,10,0,0,20,0,6,0,0,6,18,1:25.444,196128,4
87,21,16,10,20,20,0,0,21,0,0,0,0,0,0,0,0,4
88,21,20,5,15,18,0,0,22,0,0,0,0,0,0,0,0,4
89,22,13,6,2,1,1,1,1,10,58,1:26:49.451,5209451,16,3,1:26.666,221734,1
90,22,1,1,22,3,2,2,2,8,58,3779,5213230,31,2,1:26.529,222085,1
91,22,8,6,1,4,3,3,3,6,58,4271,5213722,20,1,1:26.506,222144,1
92,22,9,2,4,5,4,4,4,5,58,21945,5231396,17,4,1:26.780,221442,1
93,22,2,2,3,9,5,5,5,4,58,38741,5248192,20,5,1:27.219,220328,1
94,22,4,4,5,7,6,6,6,3,58,53724,5263175,57,6,1:27.280,220174,1
95,22,17,9,10,6,7,7,7,2,58,+1:04.229,5273680,14,7,1:27.630,219294,1
96,22,3,3,7,11,8,8,8,1,58,+1:11.406,5280857,55,9,1:27.795,218882,1
97,22,14,9,9,10,9,9,9,0,58,+1:15.270,5284721,41,12,1:27.966,218457,1
98,22,15,7,11,8,10,10,10,0,58,+1:16.344,5285795,52,11,1:27.926,218556,1
99,22,18,11,16,13,11,11,11,0,57,0,0,57,13,1:27.998,218377,11
100,22,5,1,23,2,12,12,12,0,57,0,0,55,8,1:27.640,219269,11
101,22,10,7,12,15,13,13,13,0,57,0,0,28,16,1:28.303,217623,11
102,22,22,11,17,12,14,14,14,0,57,0,0,56,14,1:28.017,218330,11
103,22,12,4,6,17,15,15,15,0,57,0,0,40,10,1:27.867,218703,11
104,22,16,10,20,19,16,16,16,0,57,0,0,35,18,1:28.780,216454,11
105,22,20,5,15,14,17,17,17,0,57,0,0,38,15,1:28.180,217926,11
106,22,7,5,14,18,0,0,18,0,24,0,0,19,17,1:28.745,216539,22
107,22,6,3,8,16,0,0,19,0,1,0,0,0,0,0,0,4
108,22,21,10,21,20,0,0,20,0,0,0,0,0,0,0,0,4
109,23,1,1,22,3,1,1,1,10,76,2:00:42.742,7242742,71,6,1:18.510,153152,1
110,23,9,2,4,5,2,2,2,8,76,3064,7245806,75,5,1:17.933,154286,1
111,23,13,6,2,1,3,3,3,6,76,4811,7247553,76,4,1:17.886,154379,1
112,23,17,9,10,9,4,4,4,5,76,19295,7262037,74,8,1:19.036,152133,1
113,23,20,5,15,19,5,5,5,4,76,24657,7267399,74,7,1:18.787,152614,1
114,23,22,11,17,14,6,6,6,3,76,28408,7271150,75,9,1:19.574,151104,1
115,23,6,3,8,13,7,7,7,2,76,30180,7272922,75,13,1:19.910,150469,1
116,23,5,1,23,4,8,8,8,1,76,33191,7275933,74,2,1:17.282,155586,1
117,23,8,6,1,2,9,9,9,0,76,33792,7276534,74,1,1:16.689,156789,1
118,23,4,4,5,7,10,10,10,0,75,0,0,73,3,1:17.869,154413,11
119,23,18,11,16,11,11,11,11,0,75,0,0,74,10,1:19.582,151089,11
120,23,10,7,12,10,12,12,12,0,75,0,0,75,11,1:19.618,151021,11
121,23,15,7,11,8,13,13,13,0,75,0,0,75,12,1:19.830,150620,11
122,23,2,2,3,12,14,14,14,0,72,0,0,72,14,1:20.251,149829,14
123,23,16,10,20,18,0,0,15,0,67,0,0,60,16,1:22.039,146564,4
124,23,3,3,7,6,0,0,16,0,59,0,0,58,15,1:21.270,147951,3
125,23,12,4,6,17,0,0,17,0,47,0,0,40,17,1:31.187,131860,3
126,23,21,10,21,20,0,0,18,0,36,0,0,33,18,1:32.849,129500,6
127,23,14,9,9,15,0,0,19,0,7,0,0,7,20,1:42.112,117753,3
128,23,7,5,14,16,0,0,20,0,7,0,0,7,19,1:41.150,118872,4
129,24,9,2,4,2,1,1,1,10,70,1:36:24.227,5784227,47,4,1:17.539,202473,1
130,24,2,2,3,8,2,2,2,8,70,16495,5800722,25,2,1:17.430,202758,1
131,24,14,9,9,13,3,3,3,6,70,23352,5807579,36,7,1:18.085,201057,1
132,24,10,7,12,11,4,4,4,5,70,42627,5826854,31,17,1:19.087,198510,1
133,24,13,6,2,6,5,5,5,4,70,43934,5828161,11,6,1:18.006,201261,1
134,24,15,7,11,14,6,6,6,3,70,47775,5832002,38,15,1:18.870,199056,1
135,24,22,11,17,9,7,7,7,2,70,53597,5837824,35,10,1:18.301,200503,1
136,24,20,5,15,19,8,8,8,1,70,54120,5838347,33,12,1:18.532,199913,1
137,24,5,1,23,7,9,9,9,0,70,54433,5838660,62,11,1:18.462,200091,1
138,24,3,3,7,5,10,10,10,0,70,54749,5838976,14,5,1:17.977,201336,1
139,24,18,11,16,20,11,11,11,0,70,+1:07.540,5851767,58,19,1:19.352,197847,1
140,24,17,9,10,10,12,12,12,0,70,+1:11.299,5855526,51,8,1:18.201,200759,1
141,24,7,5,14,18,13,13,13,0,69,0,0,34,13,1:18.620,199689,11
142,24,21,10,21,17,0,0,14,0,51,0,0,41,16,1:19.066,198563,20
143,24,6,3,8,12,0,0,15,0,46,0,0,30,14,1:18.784,199273,3
144,24,4,4,5,4,0,0,16,0,44,0,0,16,9,1:18.225,200697,20
145,24,12,4,6,15,0,0,17,0,43,0,0,16,18,1:19.239,198129,23
146,24,8,6,1,3,0,0,18,0,19,0,0,14,1,1:17.387,202871,4
147,24,1,1,22,1,0,0,19,0,19,0,0,4,3,1:17.506,202559,4
148,24,16,10,20,16,0,0,20,0,13,0,0,7,20,1:20.666,194624,6
149,25,13,6,2,2,1,1,1,10,70,1:31:50.245,5510245,20,2,1:16.729,206956,1
150,25,8,6,1,1,2,2,2,8,70,17984,5528229,16,1,1:16.630,207224,1
151,25,15,7,11,4,3,3,3,6,70,28250,5538495,12,7,1:17.567,204721,1
152,25,5,1,23,10,4,4,4,5,70,28929,5539174,46,3,1:17.134,205870,1
153,25,9,2,4,5,5,5,5,4,70,30512,5540757,16,4,1:17.172,205768,1
154,25,17,9,10,6,6,6,6,3,70,40304,5550549,22,6,1:17.507,204879,1
155,25,12,4,6,9,7,7,7,2,70,41033,5551278,24,10,1:17.758,204218,1
156,25,4,4,5,3,8,8,8,1,70,43372,5553617,39,8,1:17.641,204525,1
157,25,14,9,9,7,9,9,9,0,70,51021,5561266,23,12,1:17.818,204060,1
158,25,1,1,22,13,10,10,10,0,70,54538,5564783,40,5,1:17.453,205022,1
159,25,10,7,12,8,11,11,11,0,70,57700,5567945,45,13,1:17.836,204013,1
160,25,20,5,15,12,12,12,12,0,70,58065,5568310,36,11,1:17.760,204212,1
161,25,2,2,3,11,13,13,13,0,70,+1:02.079,5572324,46,9,1:17.716,204328,1
162,25,22,11,17,20,14,14,14,0,69,0,0,54,14,1:17.969,203665,11
163,25,6,3,8,15,15,15,15,0,69,0,0,60,15,1:18.054,203443,11
164,25,3,3,7,19,16,16,16,0,69,0,0,38,17,1:18.311,202776,11
165,25,7,5,14,14,17,17,17,0,69,0,0,28,16,1:18.216,203022,11
166,25,21,10,21,17,18,18,18,0,69,0,0,53,19,1:18.557,202141,11
167,25,16,10,20,18,19,19,19,0,69,0,0,41,18,1:18.462,202385,11
168,25,18,11,16,16,0,0,20,0,16,0,0,15,20,1:20.876,196345,4
169,26,1,1,22,4,1,1,1,10,60,1:39:09.440,5949440,16,3,1:32.817,199398,1
170,26,2,2,3,5,2,2,2,8,60,+1:08.577,6018017,21,2,1:32.719,199609,1
171,26,22,11,17,16,3,3,3,6,60,+1:22.273,6031713,21,11,1:33.386,198183,1
172,26,8,6,1,3,4,4,4,5,59,0,0,18,1,1:32.150,200842,11
173,26,5,1,23,1,5,5,5,4,59,0,0,17,5,1:33.130,198728,11
174,26,4,4,5,6,6,6,6,3,59,0,0,17,6,1:33.133,198722,11
175,26,15,7,11,14,7,7,7,2,59,0,0,22,13,1:33.808,197292,11
176,26,6,3,8,15,8,8,8,1,59,0,0,21,14,1:34.277,196310,11
177,26,3,3,7,20,9,9,9,0,59,0,0,21,16,1:34.797,195234,11
178,26,17,9,10,2,10,10,10,0,59,0,0,17,4,1:32.952,199109,11
179,26,7,5,14,13,11,11,11,0,59,0,0,21,9,1:33.367,198224,11
180,26,10,7,12,12,12,12,12,0,59,0,0,19,15,1:34.610,195619,11
181,26,13,6,2,9,13,13,13,0,58,0,0,19,8,1:33.257,198458,12
182,26,9,2,4,10,0,0,14,0,39,0,0,22,12,1:33.539,197859,20
183,26,18,11,16,17,0,0,15,0,38,0,0,21,10,1:33.376,198205,20
184,26,12,4,6,7,0,0,16,0,35,0,0,21,7,1:33.203,198573,20
185,26,21,10,21,19,0,0,17,0,16,0,0,21,17,1:34.930,194960,20
186,26,16,10,20,18,0,0,18,0,10,0,0,5,18,1:38.160,188545,20
187,26,20,5,15,8,0,0,19,0,0,0,0,0,0,0,0,4
188,26,14,9,9,11,0,0,20,0,0,0,0,0,0,0,0,4
189,27,1,1,22,1,1,1,1,10,67,1:31:20.874,5480874,17,2,1:16.039,216552,1
190,27,12,4,6,17,2,2,2,8,67,5586,5486460,66,9,1:16.910,214099,1
191,27,13,6,2,2,3,3,3,6,67,9339,5490213,19,5,1:16.502,215241,1
192,27,2,2,3,12,4,4,4,5,67,9825,5490699,52,1,1:15.987,216700,1
193,27,5,1,23,3,5,5,5,4,67,12411,5493285,63,4,1:16.495,215261,1
194,27,8,6,1,6,6,6,6,3,67,14403,5495277,66,3,1:16.342,215692,1
195,27,9,2,4,7,7,7,7,2,67,22682,5503556,17,6,1:16.610,214937,1
196,27,20,5,15,9,8,8,8,1,67,33299,5514173,20,8,1:16.772,214484,1
197,27,15,7,11,4,9,9,9,0,67,37158,5518032,17,12,1:17.023,213785,1
198,27,3,3,7,13,10,10,10,0,67,37625,5518499,34,15,1:17.380,212799,1
199,27,4,4,5,5,11,11,11,0,67,38600,5519474,17,13,1:17.115,213530,1
200,27,7,5,14,15,12,12,12,0,67,39111,5519985,63,10,1:16.969,213935,1
201,27,14,9,9,10,13,13,13,0,67,54971,5535845,18,11,1:16.994,213866,1
202,27,6,3,8,16,14,14,14,0,67,+1:00.003,5540877,23,17,1:17.691,211947,1
203,27,16,10,20,19,15,15,15,0,67,+1:09.488,5550362,66,18,1:17.889,211408,1
204,27,21,10,21,20,16,16,16,0,67,+1:24.093,5564967,67,20,1:18.208,210546,1
205,27,18,11,16,14,17,17,17,0,66,0,0,56,16,1:17.636,212097,11
206,27,22,11,17,18,0,0,18,0,50,0,0,30,19,1:17.986,211145,4
207,27,17,9,10,8,0,0,19,0,40,0,0,20,14,1:17.206,213278,5
208,27,10,7,12,11,0,0,20,0,35,0,0,24,7,1:16.712,214652,22
209,28,5,1,23,2,1,1,1,10,70,1:37:27.067,5847067,19,7,1:21.753,192917,1
210,28,10,7,12,5,2,2,2,8,70,11061,5858128,42,6,1:21.671,193111,1
211,28,8,6,1,6,3,3,3,6,70,16856,5863923,61,1,1:21.195,194243,1
212,28,4,4,5,7,4,4,4,5,70,21614,5868681,47,8,1:21.793,192823,1
213,28,1,1,22,1,5,5,5,4,70,23048,5870115,15,3,1:21.493,193533,1
214,28,12,4,6,10,6,6,6,3,70,32298,5879365,64,4,1:21.537,193428,1
215,28,15,7,11,9,7,7,7,2,70,36449,5883516,65,5,1:21.638,193189,1
216,28,9,2,4,4,8,8,8,1,70,48321,5895388,70,9,1:21.941,192475,1
217,28,17,9,10,8,9,9,9,0,70,58834,5905901,67,10,1:22.125,192043,1
218,28,2,2,3,15,10,10,10,0,70,+1:07.709,5914776,67,11,1:22.183,191908,1
219,28,14,9,9,13,11,11,11,0,70,+1:10.407,5917474,67,16,1:22.732,190634,1
220,28,18,11,16,12,12,12,12,0,69,0,0,63,13,1:22.397,191409,11
221,28,6,3,8,16,13,13,13,0,69,0,0,67,18,1:23.307,189319,11
222,28,3,3,7,14,14,14,14,0,69,0,0,57,12,1:22.397,191409,11
223,28,21,10,21,18,15,15,15,0,69,0,0,68,15,1:22.641,190844,11
224,28,22,11,17,17,16,16,16,0,68,0,0,65,14,1:22.436,191319,12
225,28,13,6,2,3,17,17,17,0,67,0,0,16,2,1:21.355,193861,5
226,28,7,5,14,19,18,18,18,0,67,0,0,29,17,1:23.220,189516,13
227,28,16,10,20,20,0,0,19,0,62,0,0,29,19,1:23.650,188542,23
228,28,20,5,15,11,0,0,20,0,22,0,0,17,20,1:24.222,187262,25
229,29,13,6,2,1,1,1,1,10,57,1:35:32.339,5732339,36,1,1:38.708,197637,1
230,29,1,1,22,2,2,2,2,8,57,5611,5737950,16,2,1:38.884,197285,1
231,29,9,2,4,3,3,3,3,6,57,37353,5769692,38,4,1:39.330,196399,1
232,29,5,1,23,5,4,4,4,5,57,39703,5772042,19,3,1:39.112,196831,1
233,29,15,7,11,7,5,5,5,4,57,50684,5783023,37,12,1:39.657,195755,1
234,29,20,5,15,6,6,6,6,3,57,52625,5784964,36,6,1:39.485,196093,1
235,29,10,7,12,13,7,7,7,2,57,+1:07.990,5800329,54,8,1:39.535,195995,1
236,29,3,3,7,9,8,8,8,1,57,+1:11.457,5803796,35,10,1:39.577,195912,1
237,29,2,2,3,8,9,9,9,0,57,+1:22.177,5814516,57,7,1:39.526,196013,1
238,29,7,5,14,10,10,10,10,0,57,+1:29.794,5822133,35,11,1:39.639,195790,1
239,29,12,4,6,15,11,11,11,0,57,+1:32.717,5825056,29,9,1:39.544,195977,1
240,29,17,9,10,14,12,12,12,0,56,0,0,27,14,1:40.264,194570,11
241,29,18,11,16,16,13,13,13,0,56,0,0,21,18,1:40.763,193606,11
242,29,21,10,21,18,14,14,14,0,56,0,0,54,15,1:40.353,194397,11
243,29,6,3,8,11,15,15,15,0,56,0,0,56,13,1:39.803,195469,11
244,29,22,11,17,19,16,16,16,0,56,0,0,56,16,1:40.593,193933,11
245,29,14,9,9,17,17,17,17,0,56,0,0,13,19,1:40.978,193194,11
246,29,8,6,1,4,0,0,18,0,45,0,0,34,5,1:39.424,196214,5
247,29,16,10,20,20,0,0,19,0,41,0,0,28,17,1:40.661,193802,3
248,29,4,4,5,12,0,0,20,0,0,0,0,0,0,0,0,4
249,30,13,6,2,2,1,1,1,10,44,1:22:59.394,4979394,26,3,1:48.222,232987,1
250,30,2,2,3,5,2,2,2,8,44,9383,4988777,36,7,1:49.067,231182,1
251,30,1,1,22,1,3,3,3,6,44,10539,4989933,20,2,1:48.135,233175,1
252,30,4,4,5,6,4,4,4,5,44,14478,4993872,25,9,1:49.238,230820,1
253,30,20,5,15,10,5,5,5,4,44,14576,4993970,16,8,1:49.086,231142,1
254,30,9,2,4,8,6,6,6,3,44,15037,4994431,36,5,1:48.965,231399,1
255,30,7,5,14,9,7,7,7,2,44,16735,4996129,31,6,1:49.002,231320,1
256,30,17,9,10,7,8,8,8,1,44,42776,5022170,34,10,1:49.515,230236,1
257,30,10,7,12,13,9,9,9,0,44,+1:07.045,5046439,37,12,1:50.255,228691,1
258,30,5,1,23,3,10,10,10,0,43,0,0,35,4,1:48.223,232985,6
259,30,14,9,9,14,11,11,11,0,43,0,0,19,11,1:50.177,228853,11
260,30,3,3,7,15,12,12,12,0,43,0,0,32,15,1:50.656,227862,11
261,30,16,10,20,18,13,13,13,0,43,0,0,27,13,1:50.487,228211,11
262,30,6,3,8,19,14,14,14,0,43,0,0,35,17,1:50.970,227218,11
263,30,18,11,16,17,15,15,15,0,43,0,0,19,16,1:50.671,227832,11
264,30,15,7,11,11,16,16,16,0,43,0,0,32,14,1:50.543,228095,11
265,30,21,10,21,20,17,17,17,0,43,0,0,17,19,1:51.701,225731,11
266,30,8,6,1,4,18,18,18,0,42,0,0,24,1,1:47.930,233618,20
267,30,22,11,17,16,0,0,19,0,19,0,0,10,20,1:52.072,224983,6
268,30,12,4,6,12,0,0,20,0,13,0,0,12,18,1:51.118,226915,20
269,31,20,5,15,1,1,1,1,10,53,1:26:47.494,5207494,53,14,1:30.510,230414,1
270,31,5,1,23,2,2,2,2,8,53,12512,5220006,53,13,1:30.300,230950,1
271,31,9,2,4,11,3,3,3,6,53,20471,5227965,52,12,1:30.298,230955,1
272,31,4,4,5,8,4,4,4,5,53,23903,5231397,51,9,1:29.961,231820,1
273,31,2,2,3,10,5,5,5,4,53,27748,5235242,53,6,1:29.807,232217,1
274,31,13,6,2,6,6,6,6,3,53,28816,5236310,52,4,1:29.696,232505,1
275,31,1,1,22,15,7,7,7,2,53,29912,5237406,52,5,1:29.721,232440,1
276,31,17,9,10,3,8,8,8,1,53,32048,5239542,52,3,1:29.681,232544,1
277,31,8,6,1,14,9,9,9,0,53,39468,5246962,53,1,1:28.047,236859,1
278,31,12,4,6,17,10,10,10,0,53,54445,5261939,53,16,1:30.918,229380,1
279,31,10,7,12,9,11,11,11,0,53,58888,5266382,53,8,1:29.948,231853,1
280,31,6,3,8,18,12,12,12,0,53,+1:02.015,5269509,53,11,1:30.215,231167,1
281,31,15,7,11,7,13,13,13,0,53,+1:05.954,5273448,52,15,1:30.853,229544,1
282,31,3,3,7,5,14,14,14,0,53,+1:08.635,5276129,53,10,1:30.019,231671,1
283,31,18,11,16,19,15,15,15,0,53,+1:13.370,5280864,52,7,1:29.827,232166,1
284,31,14,9,9,13,16,16,16,0,52,0,0,49,17,1:32.459,225557,11
285,31,22,11,17,16,17,17,17,0,52,0,0,42,19,1:33.918,222053,11
286,31,7,5,14,4,18,18,18,0,52,0,0,52,2,1:29.258,233646,11
287,31,16,10,20,20,19,19,19,0,51,0,0,51,18,1:33.458,223146,12
288,31,21,10,21,12,0,0,20,0,11,0,0,6,20,1:37.304,214326,3
289,32,4,4,5,15,1,1,1,10,61,1:57:16.304,7036304,55,3,1:45.768,172464,1
290,32,3,3,7,8,2,2,2,8,61,2957,7039261,39,5,1:46.454,171352,1
291,32,1,1,22,2,3,3,3,6,61,5917,7042221,14,4,1:46.072,171969,1
292,32,10,7,12,7,4,4,4,5,61,8155,7044459,50,8,1:47.044,170408,1
293,32,20,5,15,6,5,5,5,4,61,10268,7046572,13,9,1:47.271,170047,1
294,32,2,2,3,9,6,6,6,3,61,11101,7047405,14,11,1:47.306,169992,1
295,32,14,9,9,14,7,7,7,2,61,16387,7052691,41,13,1:47.562,169587,1
296,32,6,3,8,10,8,8,8,1,61,18489,7054793,13,10,1:47.287,170022,1
297,32,18,11,16,12,9,9,9,0,61,19885,7056189,61,15,1:48.128,168700,1
298,32,5,1,23,5,10,10,10,0,61,26902,7063206,14,12,1:47.337,169943,1
299,32,9,2,4,4,11,11,11,0,61,27975,7064279,14,6,1:46.899,170639,1
300,32,7,5,14,17,12,12,12,0,61,29432,7065736,29,14,1:47.820,169181,1
301,32,13,6,2,1,13,13,13,0,61,35170,7071474,13,2,1:45.757,172482,1
302,32,21,10,21,20,14,14,14,0,61,43571,7079875,28,16,1:49.101,167195,1
303,32,8,6,1,3,15,15,15,0,57,0,0,14,1,1:45.599,172740,3
304,32,15,7,11,11,0,0,16,0,50,0,0,32,7,1:46.972,170523,9
305,32,16,10,20,19,0,0,17,0,49,0,0,38,18,1:49.270,166936,3
306,32,17,9,10,13,0,0,18,0,29,0,0,13,17,1:49.183,167069,7
307,32,22,11,17,18,0,0,19,0,14,0,0,13,19,1:50.320,165348,26
308,32,12,4,6,16,0,0,20,0,13,0,0,13,20,1:50.449,165154,3
309,33,4,4,5,4,1,1,1,10,67,1:30:21.892,5421892,41,3,1:19.101,207668,1
310,33,9,2,4,6,2,2,2,8,67,5283,5427175,16,7,1:19.292,207168,1
311,33,8,6,1,2,3,3,3,6,67,6400,5428292,66,2,1:18.995,207947,1
312,33,12,4,6,12,4,4,4,5,67,20570,5442462,54,4,1:19.199,207411,1
313,33,15,7,11,7,5,5,5,4,67,23767,5445659,18,9,1:19.524,206564,1
314,33,20,5,15,9,6,6,6,3,67,39207,5461099,21,12,1:19.617,206322,1
315,33,13,6,2,5,7,7,7,2,67,46158,5468050,55,1,1:18.426,209456,1
316,33,17,9,10,13,8,8,8,1,67,50811,5472703,30,13,1:19.820,205798,1
317,33,2,2,3,16,9,9,9,0,67,54120,5476012,67,8,1:19.461,206727,1
318,33,7,5,14,10,10,10,10,0,67,59085,5480977,49,6,1:19.262,207246,1
319,33,3,3,7,15,11,11,11,0,67,+1:02.096,5483988,66,10,1:19.531,206545,1
320,33,1,1,22,1,12,12,12,0,67,+1:18.900,5500792,65,11,1:19.560,206470,1
321,33,22,11,17,17,13,13,13,0,66,0,0,66,16,1:20.575,203869,11
322,33,18,11,16,18,14,14,14,0,66,0,0,66,17,1:20.849,203178,11
323,33,6,3,8,14,15,15,15,0,66,0,0,32,15,1:20.364,204404,11
