resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
10027,428,123,21,18,15,4,4,4,3,67,55279,5786616,0,0,0,0,1
10028,428,182,1,1,12,5,5,5,2,67,+1:13.972,5805309,0,0,0,0,1
10029,428,95,3,5,10,6,6,6,1,67,+1:16.820,5808157,0,0,0,0,1
10030,428,77,21,17,17,7,7,7,0,66,0,0,0,0,0,0,11
10031,428,185,25,3,19,8,8,8,0,66,0,0,0,0,0,0,11
10032,428,140,6,28,2,9,9,9,0,66,0,0,0,0,0,0,11
10033,428,84,25,4,26,10,10,10,0,63,0,0,0,0,0,0,14
10034,428,94,18,29,27,11,11,11,0,62,0,0,0,0,0,0,5
10035,428,177,3,6,4,12,12,12,0,61,0,0,0,0,0,0,23
10036,428,158,51,23,18,0,0,13,0,45,0,0,0,0,0,0,101
10037,428,173,32,11,7,0,0,14,0,40,0,0,0,0,0,0,5
10038,428,179,45,24,25,0,0,15,0,32,0,0,0,0,0,0,6
10039,428,170,53,19,1,0,0,16,0,29,0,0,0,0,0,0,8
10040,428,102,32,12,5,0,0,17,0,27,0,0,0,0,0,0,102
10041,428,118,4,16,20,0,0,18,0,25,0,0,0,0,0,0,80
10042,428,137,34,7,6,0,0,19,0,23,0,0,0,0,0,0,101
10043,428,175,4,15,16,0,0,20,0,19,0,0,0,0,0,0,20
10044,428,176,34,8,11,0,0,21,0,15,0,0,0,0,0,0,5
10045,428,181,50,9,22,0,0,22,0,8,0,0,0,0,0,0,5
10046,428,119,51,22,9,0,0,23,0,8,0,0,0,0,0,0,6
10047,428,183,4,14,23,0,0,24,0,8,0,0,0,0,0,0,8
10048,428,112,50,10,21,0,0,25,0,8,0,0,0,0,0,0,51
10049,428,156,49,30,24,0,0,26,0,7,0,0,0,0,0,0,91
10050,428,110,27,25,14,0,0,27,0,0,0,0,0,0,0,0,4
10051,429,117,1,2,1,1,1,1,9,52,1:20:12.583,4812583,0,0,0,0,1
10052,429,102,32,12,14,2,2,2,6,52,30002,4842585,0,0,0,0,1
10053,429,105,6,27,9,3,3,3,4,52,34356,4846939,0,0,0,0,1
10054,429,140,6,28,12,4,4,4,3,52,39073,4851656,0,0,0,0,1
10055,429,173,32,11,7,5,5,5,2,52,+1:22.092,4894675,0,0,0,0,1
10056,429,176,34,8,11,6,6,6,1,51,0,0,0,0,0,0,11
10057,429,185,25,3,22,7,7,7,0,49,0,0,0,0,0,0,60
10058,429,123,21,18,16,8,8,8,0,49,0,0,0,0,0,0,13
10059,429,179,45,24,24,9,9,9,0,48,0,0,0,0,0,0,14
10060,429,175,4,15,8,10,10,10,0,46,0,0,0,0,0,0,5
10061,429,172,27,26,15,0,0,11,0,43,0,0,0,0,0,0,3
10062,429,94,18,29,23,0,0,12,0,40,0,0,0,0,0,0,22
10063,429,182,1,1,3,0,0,13,0,39,0,0,0,0,0,0,5
10064,429,77,21,17,17,0,0,14,0,33,0,0,0,0,0,0,101
10065,429,170,53,19,6,0,0,15,0,31,0,0,0,0,0,0,10
10066,429,118,4,16,13,0,0,16,0,29,0,0,0,0,0,0,5
10067,429,186,50,10,23,0,0,17,0,28,0,0,0,0,0,0,5
10068,429,137,34,7,5,0,0,18,0,26,0,0,0,0,0,0,43
10069,429,95,3,5,2,0,0,19,0,25,0,0,0,0,0,0,5
10070,429,119,51,22,10,0,0,20,0,25,0,0,0,0,0,0,5
10071,429,156,49,30,25,0,0,21,0,17,0,0,0,0,0,0,5
10072,429,112,50,9,21,0,0,22,0,16,0,0,0,0,0,0,101
10073,429,110,27,25,18,0,0,23,0,13,0,0,0,0,0,0,3
10074,429,158,51,23,20,0,0,24,0,6,0,0,0,0,0,0,101
10075,429,177,3,6,4,0,0,25,0,4,0,0,0,0,0,0,51
10076,429,160,53,20,19,0,0,26,0,0,0,0,0,0,0,0,54
10077,429,84,25,4,0,0,F,27,0,0,0,0,0,0,0,0,81
10078,430,182,1,1,10,1,1,1,9,70,1:32:29.263,5549263,0,0,0,0,1
10079,430,117,1,2,3,2,2,2,6,70,232,5549495,0,0,0,0,1
10080,430,102,32,12,4,3,3,3,4,70,48491,5597754,0,0,0,0,1
10081,430,105,6,27,16,4,4,4,3,70,48837,5598100,0,0,0,0,1
10082,430,173,32,11,11,5,5,5,2,69,0,0,0,0,0,0,11
10083,430,95,3,5,7,6,6,6,1,69,0,0,0,0,0,0,11
10084,430,84,25,3,21,7,7,7,0,69,0,0,0,0,0,0,11
10085,430,137,34,7,1,8,8,8,0,69,0,0,0,0,0,0,11
10086,430,77,21,17,14,9,9,9,0,68,0,0,0,0,0,0,12
10087,430,176,34,8,9,10,10,10,0,65,0,0,0,0,0,0,43
10088,430,179,45,24,26,0,0,11,0,56,0,0,0,0,0,0,62
10089,430,123,21,18,8,0,0,12,0,54,0,0,0,0,0,0,22
10090,430,112,50,9,25,0,0,13,0,52,0,0,0,0,0,0,5
10091,430,185,25,4,22,0,0,14,0,39,0,0,0,0,0,0,5
10092,430,118,4,16,12,0,0,15,0,27,0,0,0,0,0,0,6
10093,430,110,27,25,18,0,0,16,0,25,0,0,0,0,0,0,101
10094,430,175,4,15,6,0,0,17,0,22,0,0,0,0,0,0,7
10095,430,177,3,6,2,0,0,18,0,20,0,0,0,0,0,0,5
10096,430,170,53,19,5,0,0,19,0,18,0,0,0,0,0,0,67
10097,430,172,27,26,13,0,0,20,0,17,0,0,0,0,0,0,10
10098,430,156,49,30,23,0,0,21,0,13,0,0,0,0,0,0,51
10099,430,160,53,20,15,0,0,22,0,12,0,0,0,0,0,0,5
10100,430,140,6,28,17,0,0,23,0,9,0,0,0,0,0,0,5
10101,430,94,18,29,24,0,0,24,0,1,0,0,0,0,0,0,3
10102,430,158,51,23,20,0,0,25,0,1,0,0,0,0,0,0,101
10103,430,119,51,22,19,0,0,26,0,1,0,0,0,0,0,0,101
10104,431,117,1,2,5,1,1,1,9,51,1:17:59.451,4679451,0,0,0,0,1
10105,431,137,34,7,4,2,2,2,6,51,51635,4731086,0,0,0,0,1
10106,431,102,32,12,1,3,3,3,4,51,+1:00.390,4739841,0,0,0,0,1
10107,431,176,34,8,9,4,4,4,3,51,+1:00.609,4740060,0,0,0,0,1
10108,431,140,6,28,10,5,5,5,2,50,0,0,0,0,0,0,11
10109,431,173,32,11,6,6,6,6,1,50,0,0,0,0,0,0,11
10110,431,175,4,15,8,7,7,7,0,50,0,0,0,0,0,0,11
10111,431,84,25,3,18,8,8,8,0,50,0,0,0,0,0,0,11
10112,431,123,21,18,14,9,9,9,0,50,0,0,0,0,0,0,11
10113,431,166,27,25,19,10,10,10,0,49,0,0,0,0,0,0,12
10114,431,95,3,5,3,11,11,11,0,47,0,0,0,0,0,0,5
10115,431,170,53,19,15,12,12,12,0,47,0,0,0,0,0,0,14
10116,431,105,6,27,7,13,13,13,0,45,0,0,0,0,0,0,5
10117,431,177,3,6,2,0,0,14,0,44,0,0,0,0,0,0,5
10118,431,172,27,26,20,0,0,15,0,40,0,0,0,0,0,0,5
10119,431,182,1,1,16,0,0,16,0,33,0,0,0,0,0,0,7
10120,431,119,51,22,13,0,0,17,0,31,0,0,0,0,0,0,43
10121,431,179,45,24,22,0,0,18,0,26,0,0,0,0,0,0,5
10122,431,112,50,9,26,0,0,19,0,19,0,0,0,0,0,0,101
10123,431,77,21,17,11,0,0,20,0,13,0,0,0,0,0,0,5
10124,431,118,4,16,6,0,0,21,0,9,0,0,0,0,0,0,7
10125,431,178,26,33,25,0,0,22,0,6,0,0,0,0,0,0,5
10126,431,158,51,23,17,0,0,23,0,3,0,0,0,0,0,0,5
10127,431,186,50,10,24,0,0,24,0,2,0,0,0,0,0,0,8
10128,431,94,18,29,23,0,0,25,0,0,0,0,0,0,0,0,48
10129,431,160,53,20,0,0,0,26,0,0,0,0,0,0,0,0,54
10130,432,102,32,12,2,1,1,1,9,43,1:34:19.893,5659893,0,0,0,0,1
10131,432,95,3,5,7,2,2,2,6,43,28422,5688315,0,0,0,0,1
10132,432,117,1,2,1,3,3,3,4,43,55109,5715002,0,0,0,0,1
10133,432,177,3,6,10,4,4,4,3,43,+1:15.290,5735183,0,0,0,0,1
10134,432,137,34,7,3,5,5,5,2,42,0,0,0,0,0,0,11
10135,432,118,4,16,14,6,6,6,1,42,0,0,0,0,0,0,11
10136,432,77,21,17,8,7,7,7,0,42,0,0,0,0,0,0,11
10137,432,176,34,8,12,8,8,8,0,42,0,0,0,0,0,0,11
10138,432,166,27,25,18,9,9,9,0,42,0,0,0,0,0,0,11
10139,432,123,21,18,9,10,10,10,0,40,0,0,0,0,0,0,13
10140,432,172,27,26,17,11,11,11,0,38,0,0,0,0,0,0,3
10141,432,94,18,29,24,12,12,12,0,38,0,0,0,0,0,0,15
10142,432,84,25,3,21,13,13,13,0,38,0,0,0,0,0,0,15
10143,432,179,45,24,23,0,0,14,0,37,0,0,0,0,0,0,62
10144,432,119,51,22,15,0,0,15,0,31,0,0,0,0,0,0,5
10145,432,158,51,23,19,0,0,16,0,26,0,0,0,0,0,0,6
10146,432,175,4,15,13,0,0,17,0,24,0,0,0,0,0,0,6
10147,432,170,53,19,11,0,0,18,0,23,0,0,0,0,0,0,37
10148,432,173,32,11,9,0,0,19,0,17,0,0,0,0,0,0,101
10149,432,157,49,30,22,0,0,20,0,16,0,0,0,0,0,0,6
10150,432,112,50,9,20,0,0,21,0,10,0,0,0,0,0,0,3
10151,432,140,6,28,5,0,0,22,0,7,0,0,0,0,0,0,20
10152,432,160,53,20,16,0,0,23,0,7,0,0,0,0,0,0,3
10153,432,105,6,27,4,0,0,24,0,3,0,0,0,0,0,0,8
10154,433,95,3,5,3,1,1,1,9,75,1:32:58.109,5578109,0,0,0,0,1
10155,433,102,32,12,1,2,2,2,6,75,21396,5599505,0,0,0,0,1
10156,433,177,3,6,4,3,3,3,4,75,58533,5636642,0,0,0,0,1
10157,433,117,1,2,6,4,4,4,3,75,+1:06.121,5644230,0,0,0,0,1
10158,433,173,32,11,9,5,5,5,2,74,0,0,0,0,0,0,11
10159,433,123,21,18,12,6,6,6,1,73,0,0,0,0,0,0,12
10160,433,187,1,1,21,7,7,7,0,73,0,0,0,0,0,0,12
10161,433,166,27,25,5,8,8,8,0,73,0,0,0,0,0,0,12
10162,433,119,51,22,11,9,9,9,0,73,0,0,0,0,0,0,12
10163,433,77,21,17,19,10,10,10,0,73,0,0,0,0,0,0,12
10164,433,158,51,23,18,11,11,11,0,73,0,0,0,0,0,0,12
10165,433,175,4,15,17,12,12,12,0,72,0,0,0,0,0,0,13
10166,433,176,34,8,7,13,13,13,0,62,0,0,0,0,0,0,101
10167,433,140,6,28,13,0,0,14,0,59,0,0,0,0,0,0,10
10168,433,172,27,26,18,0,0,15,0,58,0,0,0,0,0,0,5
10169,433,157,49,30,25,0,0,16,0,55,0,0,0,0,0,0,5
10170,433,122,25,4,24,0,0,17,0,44,0,0,0,0,0,0,3
10171,433,84,25,3,16,0,0,18,0,40,0,0,0,0,0,0,47
10172,433,170,53,19,20,0,0,19,0,33,0,0,0,0,0,0,5
10173,433,112,50,9,23,0,0,20,0,31,0,0,0,0,0,0,5
10174,433,160,53,20,14,0,0,21,0,16,0,0,0,0,0,0,5
10175,433,178,26,33,22,0,0,22,0,13,0,0,0,0,0,0,21
10176,433,105,6,27,15,0,0,23,0,13,0,0,0,0,0,0,101
10177,433,137,34,7,2,0,0,24,0,6,0,0,0,0,0,0,3
10178,433,118,4,16,8,0,0,25,0,4,0,0,0,0,0,0,98
10179,433,94,18,29,26,0,0,26,0,3,0,0,0,0,0,0,3
10180,434,95,3,5,1,1,1,1,9,75,1:28:22.866,5302866,0,0,0,0,1
10181,434,177,3,6,3,2,2,2,6,75,7572,5310438,0,0,0,0,1
10182,434,117,1,2,9,3,3,3,4,74,0,0,0,0,0,0,11
10183,434,140,6,28,16,4,4,4,3,74,0,0,0,0,0,0,11
10184,434,77,21,17,11,5,5,5,2,74,0,0,0,0,0,0,11
10185,434,123,21,18,10,6,6,6,1,74,0,0,0,0,0,0,11
10186,434,84,25,3,17,7,7,7,0,73,0,0,0,0,0,0,12
10187,434,173,32,11,6,0,0,8,0,52,0,0,0,0,0,0,5
10188,434,94,18,29,20,0,0,9,0,45,0,0,0,0,0,0,21
10189,434,182,1,1,8,0,0,10,0,37,0,0,0,0,0,0,101
10190,434,166,25,4,19,0,0,11,0,16,0,0,0,0,0,0,3
10191,434,102,32,12,4,0,0,12,0,8,0,0,0,0,0,0,5
10192,434,105,6,27,15,0,0,13,0,8,0,0,0,0,0,0,101
10193,434,137,34,7,2,0,0,14,0,6,0,0,0,0,0,0,5
10194,434,160,53,20,13,0,0,15,0,4,0,0,0,0,0,0,5
10195,434,170,53,19,7,0,0,16,0,3,0,0,0,0,0,0,5
10196,434,176,34,8,5,0,0,17,0,3,0,0,0,0,0,0,5
10197,434,179,45,24,21,0,0,18,0,1,0,0,0,0,0,0,10
10198,434,119,51,22,12,0,0,19,0,0,0,0,0,0,0,0,3
10199,434,158,51,23,14,0,0,20,0,0,0,0,0,0,0,0,3
10200,434,178,26,33,18,0,0,21,0,0,0,0,0,0,0,0,100
10201,435,177,3,6,3,1,1,1,9,82,2:00:40.473,7240473,0,0,0,0,1
10202,435,172,27,26,20,2,2,2,6,82,43130,7283603,0,0,0,0,1
10203,435,166,27,25,18,3,3,3,4,82,+1:28.536,7329009,0,0,0,0,1
10204,435,122,25,4,22,4,4,4,3,81,0,0,0,0,0,0,11
10205,435,140,6,28,15,5,5,5,2,81,0,0,0,0,0,0,11
10206,435,77,21,17,7,6,6,6,1,81,0,0,0,0,0,0,11
10207,435,179,45,24,25,7,7,7,0,78,0,0,0,0,0,0,14
10208,435,94,18,29,23,8,8,8,0,78,0,0,0,0,0,0,14
10209,435,102,32,12,1,0,0,9,0,62,0,0,0,0,0,0,5
10210,435,105,6,27,5,0,0,10,0,61,0,0,0,0,0,0,7
10211,435,182,1,1,16,0,0,11,0,57,0,0,0,0,0,0,3
10212,435,118,4,16,12,0,0,12,0,57,0,0,0,0,0,0,7
10213,435,84,25,3,17,0,0,13,0,49,0,0,0,0,0,0,62
10214,435,176,34,8,6,0,0,14,0,42,0,0,0,0,0,0,5
10215,435,119,51,22,14,0,0,15,0,42,0,0,0,0,0,0,43
10216,435,170,53,19,24,0,0,16,0,40,0,0,0,0,0,0,5
10217,435,123,21,18,11,0,0,17,0,37,0,0,0,0,0,0,44
10218,435,160,53,20,21,0,0,18,0,28,0,0,0,0,0,0,8
10219,435,117,1,2,4,0,0,19,0,26,0,0,0,0,0,0,5
10220,435,175,4,15,8,0,0,20,0,20,0,0,0,0,0,0,7
10221,435,178,26,33,19,0,0,21,0,20,0,0,0,0,0,0,10
10222,435,173,32,11,10,0,0,22,0,18,0,0,0,0,0,0,2
10223,435,137,34,7,9,0,0,23,0,14,0,0,0,0,0,0,42
10224,435,158,51,23,13,0,0,24,0,5,0,0,0,0,0,0,5
10225,435,95,3,5,2,0,0,25,0,1,0,0,0,0,0,0,7
10226,436,117,1,7,4,1,1,1,9,61,1:42:34.492,6154492,0,0,0,0,1
10227,436,177,3,6,9,2,2,2,6,61,40514,6195006,0,0,0,0,1
10228,436,173,32,11,1,3,3,3,4,61,59128,6213620,0,0,0,0,1
10229,436,158,51,23,12,4,4,4,3,60,0,0,0,0,0,0,11
10230,436,175,4,15,8,5,5,5,2,59,0,0,0,0,0,0,60
10231,436,123,21,18,20,6,6,6,1,59,0,0,0,0,0,0,12
10232,436,176,21,17,24,7,7,7,0,59,0,0,0,0,0,0,12
10233,436,156,50,10,26,8,8,8,0,58,0,0,0,0,0,0,13
10234,436,84,25,3,18,0,0,9,0,60,0,0,0,0,0,0,2
10235,436,118,4,16,3,0,0,10,0,51,0,0,0,0,0,0,22
10236,436,110,27,26,14,0,0,11,0,42,0,0,0,0,0,0,6
10237,436,119,51,22,11,0,0,12,0,41,0,0,0,0,0,0,6
10238,436,182,1,8,6,0,0,13,0,38,0,0,0,0,0,0,10
10239,436,95,32,12,5,0,0,14,0,35,0,0,0,0,0,0,3
10240,436,137,34,1,7,0,0,15,0,32,0,0,0,0,0,0,5
10241,436,170,34,2,15,0,0,16,0,32,0,0,0,0,0,0,101
10242,436,163,6,28,10,0,0,17,0,30,0,0,0,0,0,0,84
10243,436,160,45,24,21,0,0,18,0,28,0,0,0,0,0,0,6
10244,436,183,27,25,19,0,0,19,0,25,0,0,0,0,0,0,25
10245,436,112,50,9,25,0,0,20,0,24,0,0,0,0,0,0,84
10246,436,188,53,20,17,0,0,21,0,18,0,0,0,0,0,0,101
10247,436,172,3,5,13,0,0,22,0,15,0,0,0,0,0,0,10
10248,436,105,6,27,2,0,0,23,0,14,0,0,0,0,0,0,23
10249,436,184,52,21,23,0,0,24,0,12,0,0,0,0,0,0,99
10250,436,185,25,4,22,0,0,25,0,11,0,0,0,0,0,0,2
10251,436,102,53,19,16,0,0,26,0,8,0,0,0,0,0,0,101
10252,436,181,54,14,0,0,0,27,0,0,0,0,0,0,0,0,2
10253,437,182,1,8,8,1,1,1,9,75,1:29:23.430,5363430,0,0,0,0,1
10254,437,117,1,7,5,2,2,2,6,75,+1:05.950,5429380,0,0,0,0,1
10255,437,118,4,16,9,3,3,3,4,74,0,0,0,0,0,0,11
10256,437,119,51,22,18,4,4,4,3,73,0,0,0,0,0,0,12
10257,437,110,27,26,14,5,5,5,2,73,0,0,0,0,0,0,12
10258,437,102,53,19,13,6,6,6,1,72,0,0,0,0,0,0,13
10259,437,173,32,11,7,7,7,7,0,71,0,0,0,0,0,0,14
10260,437,184,52,21,20,8,8,8,0,71,0,0,0,0,0,0,14
10261,437,176,21,17,23,9,9,9,0,71,0,0,0,0,0,0,14
10262,437,183,27,25,17,10,10,10,0,71,0,0,0,0,0,0,14
10263,437,105,6,27,10,11,11,11,0,70,0,0,0,0,0,0,80
10264,437,123,21,18,26,12,12,12,0,70,0,0,0,0,0,0,15
10265,437,84,25,3,25,0,0,13,0,71,0,0,0,0,0,0,2
10266,437,175,4,15,4,0,0,14,0,66,0,0,0,0,0,0,60
10267,437,185,25,4,24,0,0,15,0,60,0,0,0,0,0,0,2
10268,437,172,3,5,11,0,0,16,0,60,0,0,0,0,0,0,7
10269,437,181,54,14,12,0,0,17,0,53,0,0,0,0,0,0,5
10270,437,177,3,6,2,0,0,18,0,51,0,0,0,0,0,0,36
10271,437,95,32,12,3,0,0,19,0,51,0,0,0,0,0,0,101
10272,437,163,6,28,15,0,0,20,0,40,0,0,0,0,0,0,98
10273,437,137,34,1,1,0,0,21,0,29,0,0,0,0,0,0,101
10274,437,188,53,20,19,0,0,22,0,26,0,0,0,0,0,0,27
10275,437,112,50,9,22,0,0,23,0,24,0,0,0,0,0,0,5
10276,437,156,50,10,21,0,0,24,0,22,0,0,0,0,0,0,6
10277,437,170,34,2,6,0,0,25,0,18,0,0,0,0,0,0,101
10278,437,158,51,23,16,0,0,26,0,4,0,0,0,0,0,0,21
10279,437,160,45,24,0,0,0,27,0,0,0,0,0,0,0,0,54
10280,438,105,6,27,1,1,1,1,9,70,1:36:32.048,5792048,0,0,0,0,1
10281,438,118,4,16,4,2,2,2,6,70,42386,5834434,0,0,0,0,1
10282,438,163,6,28,2,3,3,3,4,70,+1:09.803,5861851,0,0,0,0,1
10283,438,177,3,6,3,4,4,4,3,69,0,0,0,0,0,0,60
10284,438,173,32,11,5,5,5,5,2,69,0,0,0,0,0,0,11
10285,438,102,53,19,19,6,6,6,1,68,0,0,0,0,0,0,12
10286,438,175,4,15,12,7,7,7,0,68,0,0,0,0,0,0,12
10287,438,176,21,17,24,8,8,8,0,68,0,0,0,0,0,0,12
10288,438,137,34,1,9,9,9,9,0,66,0,0,0,0,0,0,5
10289,438,156,50,10,26,10,10,10,0,64,0,0,0,0,0,0,12
10290,438,185,25,4,21,0,0,11,0,69,0,0,0,0,0,0,2
10291,438,184,52,21,25,0,0,12,0,53,0,0,0,0,0,0,22
10292,438,84,25,3,22,0,0,13,0,51,0,0,0,0,0,0,2
10293,438,110,27,26,13,0,0,14,0,42,0,0,0,0,0,0,3
10294,438,170,34,2,18,0,0,15,0,42,0,0,0,0,0,0,20
10295,438,181,54,14,6,0,0,16,0,39,0,0,0,0,0,0,43
10296,438,182,1,8,14,0,0,17,0,35,0,0,0,0,0,0,103
10297,438,158,51,23,11,0,0,18,0,28,0,0,0,0,0,0,5
10298,438,172,3,5,15,0,0,19,0,15,0,0,0,0,0,0,10
10299,438,183,27,25,23,0,0,20,0,15,0,0,0,0,0,0,21
10300,438,123,21,18,17,0,0,21,0,15,0,0,0,0,0,0,5
10301,438,160,45,24,20,0,0,22,0,14,0,0,0,0,0,0,7
10302,438,95,32,12,10,0,0,23,0,14,0,0,0,0,0,0,8
10303,438,117,1,7,8,0,0,24,0,5,0,0,0,0,0,0,99
10304,438,119,51,22,7,0,0,25,0,2,0,0,0,0,0,0,80
10305,438,188,53,20,16,0,0,26,0,1,0,0,0,0,0,0,8
10306,438,112,50,9,0,0,F,27,0,0,0,0,0,0,0,0,81
10307,439,117,1,7,2,1,1,1,9,60,1:36:53.679,5813679,0,0,0,0,1
10308,439,163,6,28,6,2,2,2,6,60,13416,5827095,0,0,0,0,1
10309,439,173,32,11,11,3,3,3,4,59,0,0,0,0,0,0,60
10310,439,118,4,16,4,4,4,4,3,59,0,0,0,0,0,0,11
10311,439,123,21,18,20,5,5,5,2,59,0,0,0,0,0,0,11
10312,439,110,27,26,12,6,6,6,1,58,0,0,0,0,0,0,60
10313,439,158,51,23,8,7,7,7,0,58,0,0,0,0,0,0,60
10314,439,184,52,21,24,8,8,8,0,58,0,0,0,0,0,0,12
10315,439,156,50,10,25,9,9,9,0,57,0,0,0,0,0,0,13
10316,439,185,25,4,21,0,0,10,0,59,0,0,0,0,0,0,2
10317,439,84,25,3,22,0,0,11,0,55,0,0,0,0,0,0,2
10318,439,112,50,9,23,0,0,12,0,53,0,0,0,0,0,0,101
10319,439,188,53,20,19,0,0,13,0,52,0,0,0,0,0,0,62
10320,439,137,34,1,1,0,0,14,0,48,0,0,0,0,0,0,101
10321,439,170,34,2,9,0,0,15,0,48,0,0,0,0,0,0,101
10322,439,189,45,30,26,0,0,16,0,46,0,0,0,0,0,0,5
10323,439,176,21,17,16,0,0,17,0,40,0,0,0,0,0,0,101
10324,439,181,54,14,7,0,0,18,0,31,0,0,0,0,0,0,101
10325,439,105,6,27,13,0,0,19,0,23,0,0,0,0,0,0,43
10326,439,182,1,8,5,0,0,20,0,15,0,0,0,0,0,0,5
10327,439,172,3,5,15,0,0,21,0,11,0,0,0,0,0,0,5
10328,439,119,51,22,10,0,0,22,0,6,0,0,0,0,0,0,10
10329,439,95,32,12,18,0,0,23,0,2,0,0,0,0,0,0,20
10330,439,177,3,6,3,0,0,24,0,2,0,0,0,0,0,0,10
10331,439,175,4,15,14,0,0,25,0,0,0,0,0,0,0,0,4
10332,439,183,27,25,17,0,0,26,0,0,0,0,0,0,0,0,4
10333,439,160,45,24,0,0,F,27,0,0,0,0,0,0,0,0,81
10334,439,102,53,19,0,0,F,28,0,0,0,0,0,0,0,0,81
10335,440,182,1,8,9,1,1,1,9,79,1:31:11.951,5471951,0,0,0,0,1
10336,440,175,4,15,1,2,2,2,6,79,7154,5479105,0,0,0,0,1
10337,440,95,32,12,6,3,3,3,4,79,23969,5495920,0,0,0,0,1
10338,440,163,6,28,11,4,4,4,3,79,43706,5515657,0,0,0,0,1
10339,440,173,32,11,2,5,5,5,2,79,+1:06.125,5538076,0,0,0,0,1
10340,440,177,3,6,4,6,6,6,1,78,0,0,0,0,0,0,11
10341,440,117,1,7,5,7,7,7,0,78,0,0,0,0,0,0,11
10342,440,172,3,5,12,8,8,8,0,78,0,0,0,0,0,0,11
10343,440,170,34,2,17,9,9,9,0,78,0,0,0,0,0,0,11
10344,440,110,27,26,26,10,10,10,0,77,0,0,0,0,0,0,12
10345,440,123,21,18,14,11,11,11,0,77,0,0,0,0,0,0,12
10346,440,160,45,24,25,12,12,12,0,74,0,0,0,0,0,0,15
10347,440,156,50,10,21,13,13,13,0,72,0,0,0,0,0,0,17
10348,440,84,25,3,23,0,0,14,0,76,0,0,0,0,0,0,2
10349,440,184,52,21,24,0,0,15,0,61,0,0,0,0,0,0,5
10350,440,118,4,16,7,0,0,16,0,53,0,0,0,0,0,0,3
10351,440,176,21,17,19,0,0,17,0,51,0,0,0,0,0,0,3
10352,440,158,51,23,16,0,0,18,0,51,0,0,0,0,0,0,5
10353,440,102,53,19,13,0,0,19,0,35,0,0,0,0,0,0,101
10354,440,105,6,27,10,0,0,20,0,33,0,0,0,0,0,0,5
10355,440,188,53,20,18,0,0,21,0,22,0,0,0,0,0,0,101
10356,440,119,51,22,15,0,0,22,0,15,0,0,0,0,0,0,5
10357,440,137,34,1,3,0,0,23,0,11,0,0,0,0,0,0,101
10358,440,185,25,4,20,0,0,24,0,11,0,0,0,0,0,0,2
10359,440,181,54,14,8,0,0,25,0,5,0,0,0,0,0,0,8
10360,440,112,50,9,22,0,0,26,0,4,0,0,0,0,0,0,10
10361,441,117,1,7,1,1,1,1,4.5,31,1:01:07.740,3667740,0,0,0,0,1
10362,441,102,53,19,13,2,2,2,3,31,7446,3675186,0,0,0,0,1
10363,441,163,6,28,3,3,3,3,2,31,29077,3696817,0,0,0,0,1
10364,441,177,3,6,10,4,4,4,1.5,31,35246,3702986,0,0,0,0,1
10365,441,173,32,11,11,5,5,5,1,31,44439,3712179,0,0,0,0,1
10366,441,105,6,27,4,6,6,6,0.5,30,0,0,0,0,0,0,11
10367,441,160,45,24,19,7,7,7,0,30,0,0,0,0,0,0,11
10368,441,172,3,5,16,8,8,8,0,30,0,0,0,0,0,0,11
10369,441,185,25,4,20,0,0,9,0,31,0,0,0,0,0,0,2
10370,441,119,51,22,14,0,0,10,0,24,0,0,0,0,0,0,38
10371,441,182,1,8,8,0,0,11,0,23,0,0,0,0,0,0,20
10372,441,181,54,14,12,0,0,12,0,22,0,0,0,0,0,0,20
10373,441,95,32,12,2,0,0,13,0,15,0,0,0,0,0,0,20
10374,441,137,34,1,9,0,0,14,0,14,0,0,0,0,0,0,10
10375,441,183,27,25,17,0,0,15,0,12,0,0,0,0,0,0,10
10376,441,190,34,2,15,0,0,16,0,9,0,0,0,0,0,0,10
10377,441,188,53,20,18,0,0,17,0,1,0,0,0,0,0,0,20
10378,441,118,4,16,5,0,0,18,0,0,0,0,0,0,0,0,4
10379,441,175,4,15,6,0,0,19,0,0,0,0,0,0,0,0,4
10380,441,110,27,26,7,0,0,20,0,0,0,0,0,0,0,0,3
10381,441,176,21,17,0,0,F,21,0,0,0,0,0,0,0,0,81
10382,441,84,25,3,0,0,F,22,0,0,0,0,0,0,0,0,81
10383,441,158,51,23,0,0,F,23,0,0,0,0,0,0,0,0,81
10384,441,123,21,18,0,0,F,24,0,0,0,0,0,0,0,0,81
10385,441,156,50,10,0,0,F,25,0,0,0,0,0,0,0,0,81
10386,441,184,52,21,0,0,F,26,0,0,0,0,0,0,0,0,81
10387,441,112,50,9,0,0,F,27,0,0,0,0,0,0,0,0,81
10388,442,137,34,1,1,1,1,1,9,70,1:46:23.748,6383748,0,0,0,0,1
10389,442,182,1,8,8,2,2,2,6,70,2612,6386360,0,0,0,0,1
10390,442,117,1,7,2,3,3,3,4,70,+1:28.032,6471780,0,0,0,0,1
10391,442,173,32,11,3,4,4,4,3,69,0,0,0,0,0,0,11
10392,442,163,6,28,5,5,5,5,2,68,0,0,0,0,0,0,12
10393,442,95,32,12,7,6,6,6,1,68,0,0,0,0,0,0,12
10394,442,102,53,19,9,7,7,7,0,68,0,0,0,0,0,0,12
